id;translation;levelRequired;iconId;classType
5043;Magic White Tiger Random Box;0;1507;0
5044;Gladiator Bushtail Random Box;0;1370;0
5045;Boxer Bushtail Random Box;0;1370;0
5046;Super Pumpkin Bushi Random Box;0;1370;0
5047;Santa Bushi Random Box;0;1370;0
5048;Football Bushi Random Box;0;1370;0
5049;Referee Bushtail Random Box;0;1370;0
5050;Aqua Bushtail Bead and Costume Set;0;1405;0
5051;Aqua Bushi Costume Set;0;1405;0
5052;Aqua Bushi Costume Set;0;1542;0
5053;none;0;1541;0
5054;none;0;1541;0
5055;none;0;1541;0
5056;none;0;1541;0
5057;none;0;1541;0
5058;none;0;1541;0
5059;none;0;1541;0
5060;NosMerchant Medal (30 Days);0;1508;0
5061;NosMerchant Medal (7 Days);0;1509;0
5062;NosMerchant Medal (1 Day/Event);0;1509;0
5063;none;0;1370;0
5064;Sealed Christmas Vessel;0;1511;0
5065;Christmas Gift Box (Event);0;1507;0
5066;Movement Scroll (Event);-24;1510;0
5067;Mystical Flame (Event);0;1772;0
5068;Small Christmas Box;0;1699;0
5069;Medium Christmas Box;0;1743;0
5070;Large Christmas Box;0;1744;0
5071;none;0;1399;0
5072;none;0;1399;0
5073;none;0;1370;0
5074;none;0;1370;0
5075;none;0;1370;0
5076;none;0;1374;0
5077;none;0;1743;0
5078;none;0;1744;0
5079;Santa Bushi Costume Random Box;0;1399;0
5080;Santa Bushi Costume Set (Permanent);0;1370;0
5081;none;0;1399;0
5082;none;0;1399;0
5083;New Year's Gift Box (Event);0;1743;0
5084;Bushtail Costume Scroll (Event);-23;1518;0
5085;Stolen Gift Bag (Event);0;2096;0
5086;Stolen Lucky Charm (Event);0;1374;0
5087;Fire Wings;-118;1687;0
5088;none;0;1399;0
5089;none;0;1400;0
5090;none;0;1399;0
5091;10 (Event);88;2954;0
5092;none;0;1973;0
5093;none;-24;1510;0
5094;none;0;1507;0
5095;none;0;1370;0
5096;none;0;1507;0
5097;none;0;1743;0
5098;none;0;1744;0
5099;Small Full Moon Box;0;1743;0
5100;Large Full Moon Box;0;1743;0
5101;Small Feather Chest;0;1744;0
5102;Large Feather Chest;0;1744;0
5103;none;0;1399;0
5104;none;0;1744;0
5105;Magic Lamp;0;1643;0
5106;Cute Bunny Random Box;0;1744;0
5107;Chicken Costume Upgrade Scroll (Event);0;4085;0
5108;Easter Signpost;100;4086;0
5109;Chicken Queen Seal (Event);45;4087;0
5110;Magic Egg (Event);0;1407;0
5111;Chick Norris' Random Box;0;1743;0
5112;none;0;1743;0
5113;none;0;1743;0
5114;none;0;1743;0
5115;Point Initialisation Potion (Present);0;1366;0
5116;Rusty Robby Random Box;0;1507;0
5117;Fluffy McFly;-24;1417;0
5118;Fluffy McFly Box;0;336;0
5119;Speed Booster;0;1426;0
5120;FXP Reward;0;1431;0
5121;none;0;1743;0
5122;Fluffy McFly's Random Box;0;1743;0
5123;none;0;1743;0
5124;none;0;1744;0
5125;none;0;1743;0
5126;none;0;1399;0
5127;none;0;1399;0
5128;none;0;1399;0
5129;none;0;1399;0
5130;Pet Slot Expansion;0;1432;0
5131;Motley Bushi Box;0;1743;0
5132;Bushi Collector's Box;0;1744;0
5133;none;0;1507;0
5134;none;0;1507;0
5135;none;0;1507;0
5136;none;0;1507;0
5137;none;0;1743;0
5138;none;0;1743;0
5139;none;0;1507;0
5140;Pirate Seal (Event);45;1440;0
5141;Piece of the Pirate SP (Event);0;1439;0
5142;Pirate's Do-Rag (Event);0;1441;0
5143;Mariner's Symbol (Event);0;1442;0
5144;O'Peng's Treasure Map (Event);0;1443;0
5145;Lime Juice (Event);32;1880;0
5146;Pirate Flag Signpost;100;1444;0
5147;none;0;1743;0
5148;none;0;1744;0
5149;none;0;1507;0
5150;none;0;1743;0
5151;none;0;1744;0
5152;Horned Sweeper;-24;1433;0
5153;Horned Sweeper Box;0;336;0
5154;Horned Sweeper's Random Box;0;1744;0
5155;none;0;1507;0
5156;none;0;2398;0
5157;none;0;1507;0
5158;none;0;1743;0
5159;none;0;1744;0
5160;none;0;1743;0
5161;none;0;1744;0
5162;none;0;1744;0
5163;none;0;1507;0
5164;none;0;1401;0
5165;none;0;1621;0
5166;none;0;1399;0
5167;none;0;1743;0
5168;none;0;1744;0
5169;none;0;1744;0
5170;none;0;1744;0
5171;none;0;1743;0
5172;Pirate Bushi Random Box;0;1744;0
5173;Winnie Whitefeather;-24;2463;0
5174;none;0;1743;0
5175;none;0;1374;0
5176;none;0;1374;0
5177;none;0;1374;0
5178;none;0;1374;0
5179;none;0;1374;0
5180;none;0;1374;0
5181;Winnie's Treasure Chest;0;1744;0
5182;Motley Bushi Costume Random Box;0;1744;0
5183;Black Bushi Costume Set (Permanent);0;1507;0
5184;Blue Bushi Costume Set (Permanent);0;1507;0
5185;Green Bushi Costume Set (Permanent);0;1507;0
5186;Red Bushi Costume Set (Permanent);0;1507;0
5187;Pink Bushi Costume Set (Permanent);0;1507;0
5188;Turquoise Bushi Costume Set (Permanent);0;1507;0
5189;Yellow Bushi Costume Set (Permanent);0;1507;0
5190;Classic Bushi Costume Set (Permanent);0;1507;0
5191;none;0;1744;0
5192;Pumpkin (Event);0;2281;0
5193;Pumpkin Syrup (Event);0;766;0
5194;Fairy Booster (Event);-6;1296;0
5195;Soulstone Blessing (Event);0;1362;0
5196;Nossi the Dragon;-24;770;0
5197;Nossi's Dragon Box;0;336;0
5198;Nossi's Random Box;0;1744;0
5199;none;0;1744;0
5200;none;0;1743;0
5201;none;0;1744;0
5202;Shogun Bushi Random Box;0;1507;0
5203;Ice Wings;-118;931;0
5204;Elemental Full Moon Box;0;1743;0
5205;Elemental Feather Chest;0;1744;0
5206;Christmas Gift Box;0;1743;0
5207;Pyjama Upgrade Scroll;0;1529;0
5208;Christmas Signpost;100;1530;0
5209;Santa's Blessing;-48;1536;0
5210;Rudolph's Blessing;-46;1537;0
5211;Christmas Blessing;0;1538;0
5212;Mysterious Bell Bag;0;1531;0
5213;Christmas Costume Box;0;1507;0
5214;Movement Scroll;-24;1510;0
5215;Magical Wool;0;2002;0
5216;Magical Knitting Needle;0;2200;0
5217;Soraya's Scarf;0;1532;0
5218;Ice Flower Crystal;0;1533;0
5219;none;0;1744;0
5220;Magic dragon random box(TH);0;1743;0
5221;Snow box(TH);0;1744;0
5222;Magical pack(MY);0;1743;0
5223;Freezing pet pack(MY);0;1744;0
5224;Rudolph Bushi Random Box;0;1744;0
5225;2011 Christmas random box(HK);0;1744;0
5226;Magical Skis (Invisible);-24;1501;0
5227;Magical Ski Box (Invisible);0;336;0
5228;Magical Snowboard (Invisible);-24;1502;0
5229;Magical Snowboard Box (Invisible);0;336;0
5230;Magical Ski Random Box;0;1744;0
5231;Magical Snowboard Random Box;0;1743;0
5232;'Billy Boneshaker' Bike;-24;1503;0
5233;'Billy Boneshaker' Bike Box;0;336;0
5234;'Blazing Blades' In-line Skates;-24;1504;0
5235;'Blazing Blades' In-line Skates Box;0;336;0
5236;'Doni Darkslide' Skateboard;-24;1505;0
5237;'Doni Darkslide' Skateboard Box;0;336;0
5238;'Icy Ike' Magical Skis;-24;1501;0
5239;Magical Ski Box;0;336;0
5240;'Crazy Chris' Magical Snowboard;-24;1502;0
5241;Magical Snowboard Box;0;336;0
5242;none;0;1744;0
5243;none;0;1743;0
5244;none;0;1744;0
5245;none;0;1744;0
5246;Centurio Bushi Random Box;0;1507;0
5247;none;0;1743;0
5248;none;0;1507;0
5249;none;0;1744;0
5250;none;0;1743;0
5251;none;0;1507;0
5252;none;0;1744;0
5253;none;0;1743;0
5254;'Billy Boneshaker' Bike Random Box;0;1744;0
5255;'Blazing Blades' In-line Skates Random Box;0;1744;0
5256;'Doni Darkslide' Skateboard Random Box;0;1744;0
5257;none;0;1744;0
5258;Golden Easter Egg (Event);0;2534;0
5259;Chicken Queen's Feather (Event);0;1099;0
5260;Calvin's Easter Present (Event);0;1190;0
5261;Easter Box;0;1743;0
5262;Growth Fruit (Event);0;2341;0
5263;2012 Easter random box(HK);0;1743;0
5264;Seraphim box(TH);0;1743;0
5265;Male Fluffy Rabbit Costume Random Box;0;1743;0
5266;Female Fluffy Rabbit Costume Random Box;0;1744;0
5267;Fluffy Rabbit Costume Set (m) (Permanent);0;1507;0
5268;Fluffy Rabbit Costume Set (f) (Permanent);0;1507;0
5269;none;0;1743;0
5270;none;0;1743;0
5271;none;0;1743;0
5272;none;0;1744;0
5273;none;0;1743;0
5274;European Championships 2012 Random Box;0;1744;0
5275;none;0;1743;0
5276;none;0;1744;0
5277;none;0;1743;0
5278;none;0;1744;0
5279;Divine Fairy Random Box;0;1744;0
5280;Pegasus Chest;0;1507;0
5281;none;0;1743;0
5282;none;0;1400;0
5283;Leona's Fateful Treasure Chest;0;1744;0
5284;none;0;1743;0
5285;Darko's Hellish Random Box;0;1744;0
5286;none;0;1743;0
5287;none;0;1621;0
5288;none;0;2532;0
5289;none;0;1743;0
5290;none;0;1744;0
5291;none;0;1743;0
5292;none;0;1744;0
5293;none;0;1744;0
5294;Fibi's Frosty Random Box;0;1744;0
5295;none;0;1743;0
5296;none;0;1743;0
5297;Magic Scooter Random Box;0;1744;0
5298;Magic Carpet Random Box;0;1743;0
5299;Cuddly Bushi Costume Random Box;0;1744;0
5300;Cuddly Bushi Random Box;0;1743;0
5301;Cuddly Bushi Voucher;0;2571;0
5302;Oto-Fox Costume Set;0;1402;0
5303;Oto-Fox Costume Random Box;0;1401;0
5304;Aqua Bushi Costume Set Random Box;0;1507;0
5305;none;0;1743;0
5306;none;0;1743;0
5307;Christmas Gift Box;0;1743;0
5308;Time-Space: Revenge of the Vikings;-116;1102;0
5309;Magic White Tiger Random Box;0;1744;0
5310;Santa Bushi Costume Random Box;0;1743;0
5311;Rudi's Random Box;0;1744;0
5312;none;0;1743;0
5313;none;0;1402;0
5314;none;0;1743;0
5315;none;0;1744;0
5316;none;0;1402;0
5317;Fluffy Bally Random Box;0;1744;0
5318;none;0;1743;0
5319;White Unicorn;-24;2591;0
5320;White Unicorn;0;336;0
5321;Pink Unicorn;-24;2592;0
5322;Pink Unicorn;0;336;0
5323;Black Unicorn;-24;2593;0
5324;Black Unicorn;0;336;0
5325;Enchanting Unicorn Random Box;0;1743;0
5326;none;0;1743;0
5327;none;0;1744;0
5328;none;0;1744;0
5329;Enchanting Unicorn Box;0;1744;0
5330;Peculiar UFO;-24;2594;0
5331;Peculiar UFO;0;336;0
5332;Marco Pollo;-24;2595;0
5333;none;0;1744;0
5334;none;0;1743;0
5335;none;0;1743;0
5336;none;0;1744;0
5337;none;0;1743;0
5338;none;0;1289;0
5339;none;0;1290;0
5340;none;0;1291;0
5341;none;0;1743;0
5342;Costume Pack 1 for Women;0;1546;0
5343;Costume Pack 2 for Women;0;1676;0
5344;Costume Pack 1 for Men;0;1542;0
5345;Costume Pack 2 for Men;0;1670;0
5346;Costume Hats for Women;0;1401;0
5347;Costume Hats for Men;0;1402;0
5348;Unisex Hats for Everyone;0;1403;0
5349;Colour Pot for Hair;0;1370;0
5350;Motley Bushi Box;0;1744;0
5351;Motley Bushi Costume Box;0;1743;0
5352;none;0;1743;0
5353;none;0;1744;0
5354;none;0;1743;0
5355;none;0;1744;0
5356;none;0;1401;0
5357;none;0;1743;0
5358;Magic Garment of Light Set;0;1401;0
5359;Magic Robe of Shadow Set;0;1402;0
5360;Windsurfer;-24;2619;0
5361;Windsurfer Box;0;336;0
5362;none;0;1744;0
5363;none;0;1744;0
5364;none;0;1743;0
5365;none;0;1744;0
5366;none;0;1743;0
5367;none;0;1401;0
5368;none;0;1744;0
5369;Golden Equipment Protection Scroll;0;2620;0
5370;Fairy Experience Potion;0;2621;0
5371;none;0;1401;0
5372;Titan Wings;-118;2622;0
5373;none;0;1743;0
5374;none;0;1401;0
5375;Inspirational Feather Chest;0;1744;0
5376;Inspirational Full Moon Box;0;1743;0
5377;none;0;1743;0
5378;none;0;1743;0
5379;Mysterious Skill Ticket for all Partner Skills;0;1743;0
5380;Extra Large Warehouse;0;1401;0
5381;none;0;1744;0
5382;none;0;1743;0
5383;none;0;1743;0
5384;none;0;1743;0
5385;none;0;1744;0
5386;Yellow Jeep;-24;2626;0
5387;Blue Jeep;-24;2627;0
5388;Red Jeep;-24;2628;0
5389;Cyan Jeep;-24;2629;0
5390;Black Jeep;-24;2630;0
5391;Pink Jeep;-24;2631;0
5392;Yellow Jeep;0;336;0
5393;Blue Jeep;0;336;0
5394;Red Jeep;0;336;0
5395;Cyan Jeep;0;336;0
5396;Black Jeep;0;336;0
5397;Pink Jeep;0;336;0
5398;none;0;1743;0
5399;none;0;1744;0
5400;none;0;1289;0
5401;none;0;1290;0
5402;none;0;1291;0
5403;none;0;1743;0
5404;none;0;1744;0
5405;none;0;1743;0
5406;none;0;1744;0
5407;none;0;1743;0
5408;none;0;1744;0
5409;Spectacular Jackpot Box;0;1744;0
5410;Colourful Jeep Box;0;1743;0
5411;none;0;1744;0
5412;Pink Party Set (Permanent);0;1744;0
5413;Yellow Party Set (Permanent);0;1744;0
5414;Blue Party Set (Permanent);0;1744;0
5415;Red Detective's Set (Permanent);0;1743;0
5416;Golden Detective's Set (Permanent);0;1743;0
5417;Brown Detective's Set (Permanent);0;1743;0
5418;Master Detective's Jackpot Box;0;1370;0
5419;Party Queen's Jackpot Box;0;1370;0
5420;none;0;1370;0
5421;none;0;1370;0
5422;Event Coupon;0;1134;0
5423;Event Box;0;1743;0
5424;Cowboy Bushtail Jackpot Box;0;1744;0
5425;Ninja Bushtail Jackpot Box;0;1744;0
5426;none;0;1744;0
5427;none;0;1744;0
5428;none;0;1744;0
5429;none;0;1744;0
5430;none;0;1744;0
5431;Archangel Wings;-118;2650;0
5432;Archdaemon Wings;-118;2651;0
5433;Wings & More;0;1744;0
5434;none;0;1744;0
5435;none;0;1744;0
5436;none;0;1744;0
5437;none;0;1744;0
5438;none;0;1744;0
5439;Sneaky Bushtails & More;0;1744;0
5440;Football Legend Box;0;1744;0
5441;Football Fan Set;0;1370;0
5442;none;0;1744;0
5443;none;0;1744;0
5444;none;0;1744;0
5445;Casual Costume Box (f);0;1744;0
5446;Animalistic Costume Box (f);0;1744;0
5447;Casual Costume Box (m);0;1744;0
5448;Animalistic Costume Box (m);0;1744;0
5449;Women's Hat Box;0;1744;0
5450;Men's Hat Box;0;1744;0
5451;Unisex Hat Box;0;1744;0
5452;Hair Colour Mix;0;1744;0
5453;Brilliant Bushtails & More;0;1744;0
5454;Magical Fairies & More;0;1744;0
5455;Mighty Mounts & More;0;1744;0
5456;Loyal Pets & More;0;1744;0
5457;Unisex Costume Sets & More;0;1744;0
5458;none;0;1744;0
5459;none;0;1744;0
5460;none;0;1744;0
5461;none;0;1744;0
5462;Wondrous Wings & More;0;1744;0
5463;Indian Bushi & More;0;1744;0
5464;none;0;1744;0
5465;none;0;1744;0
5466;none;0;1744;0
5467;none;0;1744;0
5468;none;0;1744;0
5469;none;0;1744;0
5470;Halloween & More;0;1744;0
5471;Viking Bushi & More;0;1744;0
5472;none;0;1744;0
5473;none;0;1744;0
5474;none;0;1744;0
5475;none;0;1744;0
5476;none;0;1744;0
5477;Viking Family & More;0;1744;0
5478;Ninja Unit & More;0;1744;0
5479;Maru the Millennial Tiger & More;0;1744;0
5480;none;0;1744;0
5481;none;0;1744;0
5482;none;0;1744;0
5483;Top Tiger Costumes & More;0;1744;0
5484;Vibrant Bushi Costumes & More;0;1744;0
5485;none;0;1744;0
5486;Cuddly Tiger Costume Set;0;1399;0
5487;Snow White Tiger Costume Set;0;1399;0
5488;none;0;1744;0
5489;none;0;1744;0
5490;none;0;1744;0
5491;none;0;1744;0
5492;none;0;1744;0
5493;none;0;1744;0
5494;none;0;1744;0
5495;none;0;1744;0
5496;none;0;1744;0
5497;none;0;1744;0
5498;Blazing Fire Wings;-118;2658;0
5499;Frosty Ice Wings;-118;2659;0
5500;Lord Draco's Raid Seal;45;2547;0
5501;Time-Space: Heroes of Fire;-116;1102;0
5502;Specialist Card of Experience;0;2144;0
5503;Basilisk Horn;0;2552;0
5504;Roberto's Helm;0;2553;0
5505;Mysterious Sand;0;2554;0
5506;Irene's Glasses;0;2555;0
5507;Harold's Glove;0;2556;0
5508;Roberto's Necklace;0;417;0
5509;Irene's Bracelet;0;423;0
5510;Harold's Ring;0;420;0
5511;Ticket of the Elemental Journey Through Time;0;2563;0
5512;Glacerus' Raid Seal;45;2583;0
5513;Time-Space: Destroy Glacerus' Ice Seal!;-116;1102;0
5514;Zangpo's Buddhist Prayer Beads;0;2584;0
5515;Falco's Training Gloves;0;2585;0
5516;Elisia's Hair Accessory;0;2586;0
5517;Chaos Zone Attack Order;0;1731;0
5518;Scroll of Icy Coldness;0;2587;0
5519;Pirate SP Upgrade Scroll;0;2617;0
5520;none;0;1744;0
5521;none;0;1744;0
5522;Puss in Boots & More;0;1744;0
5523;none;0;1744;0
5524;none;0;2688;0
5525;Impish Devil Chest;0;1744;0
5526;none;0;1744;0
5527;none;0;1744;0
5528;none;0;1744;0
5529;none;0;1744;0
5530;none;0;1744;0
5531;none;0;1744;0
5532;Lucifer's Lightbringer Chest;0;1744;0
5533;none;0;1744;0
5534;none;0;1744;0
5535;none;0;1744;0
5536;Laurena's Magic Chest;0;1744;0
5537;none;0;1744;0
5538;none;0;1744;0
5539;none;0;1744;0
5540;none;0;1744;0
5541;none;0;1744;0
5542;none;0;1744;0
5543;none;0;1744;0
5544;none;0;1744;0
5545;none;0;1744;0
5546;none;0;1744;0
5547;none;0;1744;0
5548;none;0;1744;0
5549;none;0;1744;0
5550;none;0;1744;0
5551;none;0;1744;0
5552;none;0;2727;0
5553;Golden Wings;-118;2730;0
5554;none;0;1744;0
5555;none;0;1744;0
5556;none;0;1744;0
5557;none;0;1744;0
5558;none;0;1744;0
5559;none;0;1744;0
5560;Onyx Wings;-118;2731;0
5561;none;0;1744;0
5562;none;0;1744;0
5563;none;0;1744;0
5564;none;0;1744;0
5565;none;0;1744;0
5566;none;0;1744;0
5567;none;0;1744;0
5568;none;0;1744;0
5569;none;0;1744;0
5570;none;0;1744;0
5571;none;0;1744;0
5572;Illusionist's Costume Set (Permanent);0;1743;0
5573;none;0;1744;0
5574;none;0;1744;0
5575;none;0;1744;0
5576;none;0;1744;0
5577;none;0;1744;0
5578;none;0;1744;0
5579;none;0;1744;0
5580;none;0;1744;0
5581;none;0;1743;0
5582;none;0;1242;0
5583;none;0;1243;0
5584;none;0;1244;0
5585;none;0;1744;0
5586;none;0;1744;0
5587;none;0;1744;0
5588;none;0;1744;0
5589;none;0;1744;0
5590;none;0;1744;0
5591;Fairy Wings;-118;2882;0
5592;Groovy Beach Costume Set (Permanent);0;1743;0
5593;none;0;1744;0
5594;none;0;1744;0
5595;none;0;1744;0
5596;none;0;1744;0
5597;none;0;1744;0
5598;Mithril Medal Chest;0;1405;0
5599;Police Uniform Set (Permanent);0;1743;0
5600;none;0;1744;0
5601;none;0;1744;0
5602;none;0;1744;0
5603;none;0;1744;0
5604;Concierge Uniform Set (Permanent);0;1743;0
5605;none;0;1744;0
5606;none;0;1744;0
5607;none;0;1744;0
5608;none;0;1744;0
5609;none;0;2898;0
5610;Viking Costume Set (Permanent);0;1743;0
5611;none;0;1744;0
5612;none;0;1744;0
5613;none;0;1822;0
5614;none;0;1823;0
5615;none;0;1824;0
5616;none;0;1825;0
5617;none;0;1826;0
5618;none;0;1827;0
5619;none;0;1828;0
5620;none;0;1829;0
5621;none;0;1830;0
5622;none;0;1840;0
5623;none;0;1841;0
5624;none;0;1744;0
5625;none;0;1744;0
5626;none;0;1744;0
5627;none;0;1744;0
5628;none;0;1744;0
5629;none;0;1744;0
5630;none;0;1744;0
5631;none;0;1744;0
5632;none;0;1744;0
5633;none;0;1744;0
5634;none;0;1743;0
5635;none;0;1744;0
5636;none;0;1744;0
5637;none;0;1744;0
5638;Desert Set (Permanent);0;1743;0
5639;Dancer Set (Permanent);0;1743;0
5640;none;0;1744;0
5641;none;0;1744;0
5642;none;0;1744;0
5643;none;0;1744;0
5644;none;0;1744;0
5645;none;0;1744;0
5646;none;0;1744;0
5647;none;0;1744;0
5648;none;0;1744;0
5649;none;0;1744;0
5650;none;0;1744;0
5651;none;0;1744;0
5652;none;0;1744;0
5653;none;0;1744;0
5654;none;0;1744;0
5655;10th Anniversary Medal;0;2955;0
5656;none;0;1744;0
5657;none;0;1744;0
5658;none;0;1744;0
5659;none;0;1744;0
5660;none;0;1744;0
5661;none;0;1744;0
5662;none;0;1744;0
5663;none;0;1744;0
5664;none;0;1744;0
5665;none;0;1744;0
5666;none;0;1744;0
5667;none;0;1744;0
5668;none;0;1744;0
5669;none;0;1744;0
5670;none;0;1744;0
5671;none;0;1744;0
5672;none;0;1744;0
5673;none;0;1744;0
5674;none;0;1744;0
5675;Adventurer's Knapsack (Permanent);89;1272;0
5676;Partner's Backpack (Permanent);90;1275;0
5677;Pet Basket (Permanent);91;1278;0
5678;none;92;1115;0
5679;none;93;1116;0
5680;none;0;1744;0
5681;none;0;1744;0
5682;Returning Hero Supply Box;0;1743;0
5683;Deluxe Returning Hero Supply Box;0;1744;0
5684;none;0;1743;0
5685;none;0;1744;0
5686;none;0;1743;0
5687;none;0;1744;0
5688;none;0;1744;0
5689;none;0;1744;0
5690;none;0;1744;0
5691;none;0;1744;0
5692;none;0;1744;0
5693;none;0;1744;0
5694;none;0;1744;0
5695;none;0;1744;0
5696;none;0;1744;0
5697;none;0;1744;0
5698;none;0;1744;0
5699;none;0;1744;0
5700;none;0;1744;0
5701;none;0;1744;0
5826;Martial Artist Starter Pack;0;1744;0
5827;Skin for Frigg;49;4051;0
5828;Skin for Ragnar;49;4052;0
5829;Skin for Erdimien;49;4053;0
5830;Skin for Yertirand;49;4054;0
5831;Skin for Jennifer;49;4055;0
5832;Martial Artist Starter Pack;0;1744;0
5833;Novice Mount Scroll;-24;4009;0
5834;Magic Jaguar;-24;2999;0
5835;Magic Jaguar Box;0;336;0
5836;Cuarry Bank Savings Book;0;2991;0
5837;Mega Titan Wings;-118;2998;0
5838;Cuarry Bank VIP Medal (10 Days);0;2989;0
5839;Cuarry Bank VIP Medal (30 Days);0;2990;0
5840;Mad Professor Macavity's Raid Ticket (Event);0;2968;0
5841;Mother Nature's Rune Pack;0;2969;0
5842;Pretty Witch Box (Event);0;302;0
5843;Mad Professor Macavity's Junk Box (Event);0;2970;0
5844;Resistance Supply Box (Event);0;2971;0
5845;White Witch Laurena's Wand (Event);0;2972;0
5846;Mad Professor Macavity's Raid Seal;45;2964;0
5847;Lich Mystery Chest;0;1699;0
5848;Lich Mystery Chest;0;1699;0
5849;Alchemist's Bag;0;1850;0
5850;Bushi Stolen Goods Chest;0;2927;0
5851;Old Viking Chest;0;2928;0
5852;Old Goth Chest;0;2929;0
5853;Bushi King Defence Raid Seal;0;2923;0
5854;Sheep Farm Raid Seal;0;2924;0
5855;Dodge Meteor Raid Seal;0;2922;0
5856;Partner Slot Expansion;0;2921;0
5857;Key to Castle Aria;45;2905;0
5858;Akashic Record;45;2868;0
5859;Toolbox;0;2833;0
5860;Mystic Heaven Military Supplies;0;2863;0
5861;Hellord Military Supplies;0;2864;0
5862;Mystic Heaven Supply Ticket;0;2861;0
5863;Hellord Supply Ticket;0;2862;0
5864;Prayer Note;0;2865;0
5865;Rosary Beads;0;2866;0
5866;Bloodstained Testament;0;2867;0
5867;Akashic Record;0;2868;0
5868;Time-Space Fragment;0;2869;0
5869;Time-Space Essence;0;2870;0
5870;Time-Space Crystal Essence;0;2871;0
5871;Natural Magic Paper;0;2587;0
5872;Tattered Diary;0;2873;0
5873;Tattered Scroll;0;2874;0
5874;Costume Fusion;0;2899;0
5875;Awakened Zenas Egg;0;2835;0
5876;Awakened Erenia Egg;0;2837;0
5877;Awakened Fernon Egg;0;2839;0
5878;Nutcracker Set (Permanent);0;1743;0
5879;Unstable Energy;0;2739;0
5880;Holy Blood;0;2742;0
5881;Dark Energy Stone;0;2736;0
5882;Raid Seal: Audience with Erenia;45;2751;0
5883;Raid Seal: Audience with Zenas;45;2750;0
5884;Ancelloan's Accessory Production Scroll;100;2746;0
5885;Ancelloan's Weapon Production Scroll;100;2744;0
5886;Ancelloan's Secondary Weapon Production Scroll;100;2745;0
5887;Ancelloan's Armour Production Scroll;100;2747;0
5888;Box of Honour;0;1743;0
5889;Gold Medal Chest;0;1621;0
5890;Silver Medal Chest;0;1399;0
5891;Arena Booster (Talents);0;2717;0
5892;Legendary Medal of Honour;48;2725;0
5893;Mysterious Medal of Honour;32;2723;0
5894;Ancient Medal of Honour;16;2720;0
5895;Excellent Medal of Honour;-120;2724;0
5896;High-Quality Medal of Honour;-72;2722;0
5897;Good Medal of Honour;-24;2719;0
5898;Useful Medal of Honour;-12;2721;0
5899;Medal of Honour;-56;2718;0
5900;Charred Mask Parchment;100;2441;0
5901;Grenigas Accessories Parchment;100;2442;0
5902;Old Viking Costume (7 Days) - Sketch;100;2587;0
5903;Fafnir's Bugle Blueprints;100;2188;0
5904;Fafnir's Fried Dinner;-105;2906;0
5909;Akamur Merchant Gift Bag;0;1850;0
5910;Akamur Coupon;0;2450;0
5911;Ice Flower;0;2451;0
5912;Magical Sand;0;1849;0
5913;Grenigas Relic;0;1778;0
5914;Magical Camel;-24;2452;0
5915;Magical Camel Box (Quest);0;336;0
5916;Strong Ice Flower Oil;0;2456;0
5917;Left Side of Grenigas' Raid Seal;0;2457;0
5918;Right Side of Grenigas' Raid Seal;0;2458;0
5919;Rune Piece;0;2459;0
5920;Kertos' Raid Seal;45;2460;0
5921;Valakus' Raid Seal;45;2461;0
5922;Grenigas' Raid Seal;45;2462;0
5923;Magical Camel Parchment Scroll;-24;2453;0
5924;Mysterious Pendant;0;1150;0
5925;Valaket Egg;-47;2181;0
5926;Flame Giant's Heart;-47;1159;0
5927;Large Heat Resistance Potion;0;1199;0
5928;Heat Resistance Potion;0;1199;0
5929;Ice Flower Oil;0;2456;0
5930;Heat Resistance Potion;0;1199;0
5931;Partner Skill Ticket (Single);0;2578;0
5932;Partner Skill Ticket (All);0;2577;0
5933;Arena of Talents Ticket;0;1363;0
5934;Arena of Masters Ticket;0;2613;0
5935;Recovery Potion (TA);-120;1244;0
5936;Attack Potion (TA);0;1246;0
5937;Defence Potion (TA);0;1247;0
5938;Energy Potion (TA);0;1248;0
5939;Speed Potion (TA);0;1249;0
5940;Unveiling Potion (TA);0;1058;0
5941;Golden Arena Chest;0;1402;0
5942;Erenia's Blessing;0;1332;0
5943;Zenas' Blessing;0;1336;0
5944;Astral Energy;0;1154;0
5945;Camouflage Cap;0;1460;0
5946;Revenge;0;1459;0
5947;Acorn;0;1966;0
5948;Bronze Acorn;0;1967;0
5949;Silver Acorn;0;1968;0
5950;Golden Acorn;0;1969;0
5951;Wolf in Sheep's Clothing Gift Box;0;2931;0
5952;Summon Pegasus;0;929;0
5953;Summon Kangpen;0;1438;0
5954;Summon Grumbly Chicky;0;4084;0
5955;Summon Yeti;0;445;0
5956;Summon Rudi;0;2572;0
5957;Bushi King Gift Box;0;2932;0
5958;Caligor's Treasure Chest;0;302;0
5959;Caligor's Spirit;0;1060;0
5960;Caligor's Glowing Treasure Chest;0;302;0
5961;Caligor's Regular Treasure Chest;0;302;0
5962;Foxy's Raid Seal;45;2662;0
5963;Foxy's Wonder Chest;0;2663;0
5964;Fresh Liver;0;2664;0
5965;Blue Flask;0;2665;0
5966;Yellow Flask;0;2666;0
5967;Red Flask;0;2667;0
5968;Halloween Wonder Chest;0;2668;0
5969;Giant Rice Cake;-72;2669;0
5970;Maru's Raid Seal;45;2674;0
5971;Maru's Tiger Chest;0;2675;0
5972;Sesame Oil;0;2676;0
5974;Wanderer's Chest;0;2678;0
5975;Red Bean Rice Cake;0;2679;0
